USC00471605,20161203,TMAX,28.0,,,7,800.0,,,,,,,,,,,,,
USC00214103,20161203,TMAX,-28.0,,,7,800.0,,,,,,,,,,,,,
USC00410250,20161203,TOBS,44.0,,,7,900.0,,,,,,,,,,,,,
US1ILSG0048,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USW00023183,20161203,SNOW,0.0,,,W,,,,,,,,,,,,,,
CA001060080,20161203,SNOW,0.0,,,C,,,,,,,,,,,,,,
USW00022536,20161203,WSF2,81.0,,,W,,,,,,,,,,,,,,
US1SCGV0006,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
MXM00076253,20161203,PRCP,30.0,,,S,,,,,,,,,,,,,,
USC00059295,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
USW00094240,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
RSM00030822,20161203,SNWD,30.0,,,S,,,,,,,,,,,,,,
USC00049325,20161203,TMIN,0.0,,,7,1600.0,,,,,,,,,,,,,
ASN00090033,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
CA003013362,20161203,PRCP,0.0,,,C,,,,,,,,,,,,,,
ASN00021025,20161203,PRCP,5.0,,,a,,,,,,,,,,,,,,
USC00251942,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
USW00003162,20161203,WT08,1.0,,,W,,,,,,,,,,,,,,
MOM00060318,20161203,PRCP,89.0,,,S,,,,,,,,,,,,,,
USW00094823,20161203,SNOW,0.0,T,,W,,,,,,,,,,,,,,
USS0006J18S,20161203,TMIN,-205.0,,,T,,,,,,,,,,,,,,
US1CHARM175,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00084320,20161203,TOBS,256.0,,,7,1600.0,,,,,,,,,,,,,
USW00012885,20161203,PRCP,0.0,,,W,,,,,,,,,,,,,,
USW00013891,20161203,WDF5,30.0,,,W,,,,,,,,,,,,,,
ASN00091263,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00193276,20161203,PRCP,0.0,,,7,2100.0,,,,,,,,,,,,,
USC00402589,20161203,TMIN,-6.0,,,7,800.0,,,,,,,,,,,,,
USS0010G22S,20161203,TMIN,-140.0,,,T,,,,,,,,,,,,,,
NOE00133302,20161203,TMIN,-61.0,,,E,,,,,,,,,,,,,,
USW00094746,20161203,TMAX,44.0,,,W,2400.0,,,,,,,,,,,,,
US1FLHN0007,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
FRM00007149,20161203,TMAX,70.0,,,S,,,,,,,,,,,,,,
USS0049L14S,20161203,TAVG,-93.0,,,T,,,,,,,,,,,,,,
USS0005M13S,20161203,PRCP,0.0,,,T,,,,,,,,,,,,,,
USR0000GDAW,20161203,TMAX,139.0,H,,U,,,,,,,,,,,,,,
USS0011K29S,20161203,TAVG,-83.0,,,T,,,,,,,,,,,,,,
US1AZMR0384,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USS0049M22S,20161203,TMIN,-170.0,,,T,,,,,,,,,,,,,,
USC00485374,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
USC00356540,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00454486,20161203,TOBS,56.0,,,7,2400.0,,,,,,,,,,,,,
USC00413291,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
US1INNB0011,20161203,PRCP,5.0,,,N,,,,,,,,,,,,,,
USW00053925,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
USC00359121,20161203,TMIN,39.0,,,7,,,,,,,,,,,,,,
USC00096335,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USC00275211,20161203,TMAX,122.0,,,7,800.0,,,,,,,,,,,,,
USS0021E07S,20161203,TAVG,5.0,,,T,,,,,,,,,,,,,,
EZM00011520,20161203,TAVG,-21.0,H,,S,,,,,,,,,,,,,,
JA000047887,20161203,TMIN,63.0,,,S,,,,,,,,,,,,,,
RSM00032061,20161203,TMIN,-69.0,,,S,,,,,,,,,,,,,,
US10sewa023,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00116200,20161203,SNWD,0.0,,,7,500.0,,,,,,,,,,,,,
CA004014145,20161203,SNOW,0.0,T,,C,,,,,,,,,,,,,,
USC00186350,20161203,TMAX,111.0,,,7,800.0,,,,,,,,,,,,,
USC00384205,20161203,TMIN,6.0,,,7,800.0,,,,,,,,,,,,,
USS0015A03S,20161203,TMIN,-51.0,,,T,,,,,,,,,,,,,,
USC00115372,20161203,TOBS,6.0,,,7,600.0,,,,,,,,,,,,,
USC00108818,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
UPM00033317,20161203,SNWD,180.0,,,S,,,,,,,,,,,,,,
US1SCAK0031,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1NMSF0001,20161203,PRCP,15.0,,,N,,,,,,,,,,,,,,
USC00260507,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
NOE00133110,20161203,PRCP,5.0,,,E,,,,,,,,,,,,,,
ASN00009642,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
US1MNRM0057,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
EGM00062423,20161203,TMAX,201.0,,,S,,,,,,,,,,,,,,
USC00395325,20161203,TMIN,-133.0,,,7,800.0,,,,,,,,,,,,,
ASN00092124,20161203,TMIN,100.0,,,a,,,,,,,,,,,,,,
USC00412040,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
IN009012800,20161203,TAVG,210.0,H,,S,,,,,,,,,,,,,,
USS0006E03S,20161203,TMAX,2.0,,,T,,,,,,,,,,,,,,
CA001085836,20161203,TMAX,22.0,,,C,,,,,,,,,,,,,,
USC00174550,20161203,SNOW,0.0,T,,7,,,,,,,,,,,,,,
USW00054773,20161203,WDF5,310.0,,,W,,,,,,,,,,,,,,
RSM00032076,20161203,TAVG,-67.0,H,,S,,,,,,,,,,,,,,
KZ000036859,20161203,SNWD,71.0,,,S,,,,,,,,,,,,,,
USW00024036,20161203,PRCP,0.0,T,,W,2400.0,,,,,,,,,,,,,
SPE00120197,20161203,TMAX,245.0,,,E,,,,,,,,,,,,,,
CA0022010H0,20161203,TAVG,-141.0,,,C,,,,,,,,,,,,,,
ASN00024579,20161203,PRCP,2.0,,,a,,,,,,,,,,,,,,
USW00012971,20161203,WDF2,330.0,,,W,,,,,,,,,,,,,,
FIE00141935,20161203,TMIN,-70.0,,,E,,,,,,,,,,,,,,
USC00012730,20161203,TMIN,44.0,,,7,800.0,,,,,,,,,,,,,
IN017110100,20161203,TMIN,205.0,,,S,,,,,,,,,,,,,,
CA007051163,20161203,TMIN,-22.0,,,C,,,,,,,,,,,,,,
USC00044712,20161203,EVAP,36.0,,,7,800.0,,,,,,,,,,,,,
USW00014927,20161203,TMAX,0.0,,,W,2400.0,,,,,,,,,,,,,
USR0000AHOR,20161203,TMAX,144.0,H,,U,,,,,,,,,,,,,,
USC00388426,20161203,PRCP,0.0,,,7,600.0,,,,,,,,,,,,,
USC00230789,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
USW00014942,20161203,PRCP,109.0,,,W,2400.0,,,,,,,,,,,,,
USC00233568,20161203,TOBS,-22.0,,,7,800.0,,,,,,,,,,,,,
USC00412354,20161203,WDMV,69.0,,,7,,,,,,,,,,,,,,
USC00012172,20161203,TOBS,167.0,,,7,800.0,,,,,,,,,,,,,
ASN00088110,20161203,TMAX,280.0,,,a,,,,,,,,,,,,,,
USS0050S01S,20161203,TMAX,-286.0,,,T,,,,,,,,,,,,,,
USC00356426,20161203,TMIN,-44.0,,,7,1600.0,,,,,,,,,,,,,
CA001054500,20161203,PRCP,116.0,,,C,,,,,,,,,,,,,,
US1TNSH0030,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USW00003192,20161203,WSF2,54.0,,,W,,,,,,,,,,,,,,
USC00404561,20161203,SX31,133.0,,,7,800.0,,,,,,,,,,,,,
USC00420730,20161203,TMIN,-117.0,,,7,1730.0,,,,,,,,,,,,,
US1INML0006,20161203,PRCP,5.0,,,N,,,,,,,,,,,,,,
CA1ON000192,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00470516,20161203,SNWD,0.0,,,7,800.0,,,,,,,,,,,,,
USC00417172,20161203,PRCP,1900.0,,,7,2400.0,,,,,,,,,,,,,
USC00403074,20161203,TMAX,83.0,,,7,1800.0,,,,,,,,,,,,,
USW00013867,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USS0012M17S,20161203,SNWD,229.0,,,T,,,,,,,,,,,,,,
USC00488074,20161203,TMIN,-106.0,,,7,2400.0,,,,,,,,,,,,,
USC00227111,20161203,TOBS,67.0,,,7,700.0,,,,,,,,,,,,,
US1CODG0146,20161203,PRCP,3.0,,,N,,,,,,,,,,,,,,
US1OHLR0008,20161203,SNWD,0.0,,,N,,,,,,,,,,,,,,
USC00256075,20161203,SNWD,0.0,,,7,800.0,,,,,,,,,,,,,
US1MNML0001,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
CA007046059,20161203,WSFG,370.0,,,C,,,,,,,,,,,,,,
USC00352135,20161203,TMIN,-139.0,,,H,,,,,,,,,,,,,,
USS0048M04S,20161203,TMAX,-119.0,,,T,,,,,,,,,,,,,,
USC00055733,20161203,TMIN,-117.0,,,7,700.0,,,,,,,,,,,,,
ASN00022003,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00129905,20161203,TOBS,11.0,,,7,800.0,,,,,,,,,,,,,
NLM00006380,20161203,PRCP,15.0,,,S,,,,,,,,,,,,,,
USW00013865,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
USC00174782,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USW00094197,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
US1ORBN0018,20161203,PRCP,15.0,,,N,,,,,,,,,,,,,,
USW00024141,20161203,WSF5,98.0,,,W,,,,,,,,,,,,,,
USW00003757,20161203,AWND,45.0,,,W,,,,,,,,,,,,,,
USW00013882,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
USC00502568,20161203,TMIN,-256.0,,,7,1400.0,,,,,,,,,,,,,
US1GAMS0004,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00200770,20161203,SNWD,51.0,,,7,800.0,,,,,,,,,,,,,
USC00206013,20161203,TOBS,6.0,,,7,2400.0,,,,,,,,,,,,,
USC00133473,20161203,TMAX,33.0,,,7,700.0,,,,,,,,,,,,,
USW00026425,20161203,TMIN,-171.0,,,W,2400.0,,,,,,,,,,,,,
USC00361301,20161203,TOBS,33.0,,,H,,,,,,,,,,,,,,
SPE00120359,20161203,TMAX,70.0,,,E,,,,,,,,,,,,,,
USS0044Q07S,20161203,SNWD,254.0,,,T,,,,,,,,,,,,,,
USC00166995,20161203,PRCP,279.0,,,7,700.0,,,,,,,,,,,,,
US1ARSH0003,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00487115,20161203,TMIN,-94.0,,,7,1630.0,,,,,,,,,,,,,
US1TXLR0010,20161203,PRCP,213.0,,,N,,,,,,,,,,,,,,
USC00446999,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
US1FLHN0026,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1FLHL0002,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USW00054737,20161203,PRCP,0.0,,,W,,,,,,,,,,,,,,
USC00041244,20161203,TMAX,150.0,,,7,800.0,,,,,,,,,,,,,
CA006135583,20161203,TMAX,50.0,,,C,,,,,,,,,,,,,,
USC00254906,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
US1INMT0001,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USR0000CBKD,20161203,TAVG,110.0,,,U,,,,,,,,,,,,,,
USR0000FCAC,20161203,TMIN,200.0,H,,U,,,,,,,,,,,,,,
ICM00004130,20161203,TMAX,87.0,,,S,,,,,,,,,,,,,,
USR0000CDVA,20161203,TMAX,189.0,H,,U,,,,,,,,,,,,,,
USC00117077,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
US1ILSP0007,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
USW00094077,20161203,PRCP,0.0,,,R,,,,,,,,,,,,,,
CA001062251,20161203,TAVG,34.0,,,C,,,,,,,,,,,,,,
USW00024155,20161203,WDF5,240.0,,,W,,,,,,,,,,,,,,
SPE00119792,20161203,TAVG,98.0,H,,S,,,,,,,,,,,,,,
CA007011983,20161203,TAVG,-12.0,,,C,,,,,,,,,,,,,,
UK000003026,20161203,PRCP,0.0,,,S,,,,,,,,,,,,,,
USC00094862,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USC00335786,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00135837,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
CA007093714,20161203,TMAX,-91.0,,,C,,,,,,,,,,,,,,
USW00094961,20161203,PGTM,1838.0,,,W,,,,,,,,,,,,,,
USW00053919,20161203,WDF2,90.0,,,W,,,,,,,,,,,,,,
USC00108818,20161203,TOBS,-33.0,,,7,800.0,,,,,,,,,,,,,
USS0008G03S,20161203,TMIN,-119.0,,,T,,,,,,,,,,,,,,
USS0006M22S,20161203,WESD,1422.0,,,T,,,,,,,,,,,,,,
USR0000SCAR,20161203,TAVG,79.0,,,U,,,,,,,,,,,,,,
ASN00077025,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
US1ILGY0009,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
CA007018563,20161203,TMAX,16.0,,,C,,,,,,,,,,,,,,
JA000047991,20161203,TMAX,282.0,,,S,,,,,,,,,,,,,,
US1TXBXR058,20161203,PRCP,475.0,,,N,,,,,,,,,,,,,,
USW00026492,20161203,PRCP,0.0,T,,W,,,,,,,,,,,,,,
CA001184791,20161203,TMAX,24.0,,,C,,,,,,,,,,,,,,
USC00357554,20161203,TMIN,-50.0,,,7,800.0,,,,,,,,,,,,,
ITM00016420,20161203,TMIN,140.0,,,S,,,,,,,,,,,,,,
US1CASC0015,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
US1FLMN0016,20161203,PRCP,20.0,,,N,,,,,,,,,,,,,,
US1TXKX0002,20161203,PRCP,168.0,,,N,,,,,,,,,,,,,,
USC00235227,20161203,TMAX,117.0,,,7,700.0,,,,,,,,,,,,,
USC00516270,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
USC00155097,20161203,PRCP,0.0,,,7,1300.0,,,,,,,,,,,,,
USC00386293,20161203,TMIN,-28.0,,,7,600.0,,,,,,,,,,,,,
US1TXLL0011,20161203,PRCP,323.0,,,N,,,,,,,,,,,,,,
USC00417066,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
US1KSCL0019,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00084366,20161203,TMAX,194.0,,,7,1700.0,,,,,,,,,,,,,
USW00094741,20161203,TMIN,50.0,,,W,,,,,,,,,,,,,,
USC00315930,20161203,SX51,172.0,,,7,800.0,,,,,,,,,,,,,
USS0051K14S,20161203,TOBS,-144.0,,,T,,,,,,,,,,,,,,
USC00058860,20161203,SNOW,0.0,T,,7,,,,,,,,,,,,,,
RSM00023058,20161203,SNWD,191.0,,,S,,,,,,,,,,,,,,
USC00419270,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
ASN00076047,20161203,TMIN,119.0,,,a,,,,,,,,,,,,,,
USC00145787,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USW00004201,20161203,TMAX,100.0,,,W,,,,,,,,,,,,,,
USS0010D31S,20161203,TAVG,-49.0,,,T,,,,,,,,,,,,,,
USR0000CRCH,20161203,TMAX,139.0,H,,U,,,,,,,,,,,,,,
ASN00058141,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00484910,20161203,PRCP,3.0,,,7,900.0,,,,,,,,,,,,,
USC00208800,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00143837,20161203,TMAX,83.0,,,7,700.0,,,,,,,,,,,,,
USC00190998,20161203,TMAX,72.0,,,7,700.0,,,,,,,,,,,,,
US1NJCM0035,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USS0021A32S,20161203,WESD,1626.0,,,T,,,,,,,,,,,,,,
USW00093209,20161203,TMAX,167.0,,,W,2400.0,,,,,,,,,,,,,
USW00023090,20161203,WSF2,107.0,,,W,,,,,,,,,,,,,,
US1LACD0001,20161203,PRCP,170.0,,,N,,,,,,,,,,,,,,
USW00025711,20161203,PRCP,8.0,,,R,,,,,,,,,,,,,,
US1AZGL0001,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
RSM00022727,20161203,TMIN,-78.0,,,S,,,,,,,,,,,,,,
RSM00029605,20161203,TAVG,-215.0,H,,S,,,,,,,,,,,,,,
USW00004780,20161203,WSF5,143.0,,,W,,,,,,,,,,,,,,
USC00485374,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
AYM00089610,20161203,TAVG,-9.0,H,,S,,,,,,,,,,,,,,
PKM00041764,20161203,TAVG,220.0,H,,S,,,,,,,,,,,,,,
USC00413411,20161203,DAPR,2.0,,,7,,,,,,,,,,,,,,
USC00354003,20161203,TMAX,89.0,,,7,800.0,,,,,,,,,,,,,
USC00114355,20161203,TMIN,0.0,,,7,600.0,,,,,,,,,,,,,
USS0006K30S,20161203,PRCP,0.0,,,T,,,,,,,,,,,,,,
USC00145536,20161203,SNWD,0.0,,,7,800.0,,,,,,,,,,,,,
USW00054788,20161203,WSF2,107.0,,,W,,,,,,,,,,,,,,
FIE00146241,20161203,TMAX,-78.0,,,E,,,,,,,,,,,,,,
USW00093167,20161203,TMAX,111.0,,,W,2400.0,,,,,,,,,,,,,
USC00406180,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
US1TXWM0026,20161203,PRCP,198.0,,,N,,,,,,,,,,,,,,
US1ALLS0025,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00010402,20161203,TMIN,100.0,,,7,700.0,,,,,,,,,,,,,
USC00258133,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00023828,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
USC00305925,20161203,TMIN,0.0,,,7,,,,,,,,,,,,,,
CA007044328,20161203,TAVG,-73.0,,,C,,,,,,,,,,,,,,
US1CACV0008,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
US1IDAD0019,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00050797,20161203,TMAX,-11.0,,,7,800.0,,,,,,,,,,,,,
USC00158555,20161203,SX52,111.0,,,7,1700.0,,,,,,,,,,,,,
CHM00053723,20161203,TAVG,34.0,H,,S,,,,,,,,,,,,,,
US1ARSH0017,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USS0014F17S,20161203,PRCP,0.0,,,T,,,,,,,,,,,,,,
US1CACC0025,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USW00053915,20161203,WSF5,157.0,,,W,,,,,,,,,,,,,,
USC00290600,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USW00025335,20161203,PGTM,1021.0,,,W,,,,,,,,,,,,,,
USW00003953,20161203,TMIN,50.0,,,W,,,,,,,,,,,,,,
USC00410443,20161203,SNWD,0.0,,,7,800.0,,,,,,,,,,,,,
USS0018A26S,20161203,TOBS,-32.0,,,T,,,,,,,,,,,,,,
BL000085041,20161203,TAVG,289.0,H,,S,,,,,,,,,,,,,,
USC00394864,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
ASN00069029,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00436391,20161203,PRCP,25.0,,,7,700.0,,,,,,,,,,,,,
USC00012096,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
US1VABD0003,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00294398,20161203,TMIN,-89.0,,,7,,,,,,,,,,,,,,
EN000026242,20161203,TAVG,-38.0,H,,S,,,,,,,,,,,,,,
TZ000063832,20161203,TMIN,179.0,,,S,,,,,,,,,,,,,,
USC00290407,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00248324,20161203,TOBS,39.0,,,7,1700.0,,,,,,,,,,,,,
COM00080370,20161203,TAVG,120.0,H,,S,,,,,,,,,,,,,,
US1GABB0016,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1NCDR0024,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
AYM00089512,20161203,TMIN,-19.0,,,S,,,,,,,,,,,,,,
USS0009E13S,20161203,TMIN,-117.0,,,T,,,,,,,,,,,,,,
USC00052228,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
SPE00120584,20161203,PRCP,23.0,,,E,,,,,,,,,,,,,,
USW00053908,20161203,TMAX,106.0,,,W,,,,,,,,,,,,,,
USW00093814,20161203,WSF5,49.0,,,W,,,,,,,,,,,,,,
US1VAFX0041,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00428733,20161203,SNWD,76.0,,,7,,,,,,,,,,,,,,
US1CAYL0021,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
RSM00034254,20161203,TAVG,-55.0,H,,S,,,,,,,,,,,,,,
USC00116663,20161203,TOBS,6.0,,,7,700.0,,,,,,,,,,,,,
US1WIWK0037,20161203,SNWD,0.0,,,N,,,,,,,,,,,,,,
USC00188371,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
CA002400573,20161203,TMAX,-72.0,,,C,,,,,,,,,,,,,,
USC00201361,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
USS0015F06S,20161203,WESD,152.0,,,T,,,,,,,,,,,,,,
USC00136199,20161203,TMIN,-17.0,,,7,630.0,,,,,,,,,,,,,
US1TXCML104,20161203,PRCP,251.0,,,N,,,,,,,,,,,,,,
USW00093909,20161203,WSF2,67.0,,,W,,,,,,,,,,,,,,
TI000038744,20161203,TMIN,-87.0,,,S,,,,,,,,,,,,,,
NZ000093994,20161203,TMAX,237.0,,,S,,,,,,,,,,,,,,
USC00304912,20161203,TMAX,44.0,,,7,700.0,,,,,,,,,,,,,
CA008300301,20161203,PRCP,68.0,,,C,,,,,,,,,,,,,,
USR0000OBUS,20161203,TAVG,38.0,,,U,,,,,,,,,,,,,,
USR0000CRCH,20161203,TMIN,28.0,H,,U,,,,,,,,,,,,,,
USW00094855,20161203,WSF2,45.0,,,W,,,,,,,,,,,,,,
US1COGN0040,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
ASN00008285,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00421259,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
USW00093718,20161203,PRCP,0.0,T,,W,2400.0,,,,,,,,,,,,,
USC00206013,20161203,PRCP,0.0,T,,7,2400.0,,,,,,,,,,,,,
USC00444101,20161203,TMIN,17.0,,,7,1600.0,,,,,,,,,,,,,
USW00003026,20161203,WDF2,200.0,,,W,,,,,,,,,,,,,,
USC00218450,20161203,SN32,11.0,,,7,800.0,,,,,,,,,,,,,
USS0012L06S,20161203,WESD,813.0,,,T,,,,,,,,,,,,,,
USC00134502,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
ASN00018195,20161203,TMIN,107.0,,,a,,,,,,,,,,,,,,
USC00034989,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
RSM00027164,20161203,PRCP,15.0,B,,S,,,,,,,,,,,,,,
USC00144464,20161203,TOBS,0.0,,,7,700.0,,,,,,,,,,,,,
USC00349101,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
ASN00017115,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00292365,20161203,TMAX,111.0,,,7,700.0,,,,,,,,,,,,,
US1GATH0005,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1CASC0018,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USW00014894,20161203,SNOW,0.0,,,W,,,,,,,,,,,,,,
NOE00134142,20161203,PRCP,13.0,,,E,,,,,,,,,,,,,,
USS0009E03S,20161203,PRCP,0.0,,,T,,,,,,,,,,,,,,
UZM00038141,20161203,TAVG,33.0,H,,S,,,,,,,,,,,,,,
USW00094985,20161203,WSF5,63.0,,,W,,,,,,,,,,,,,,
US1NCML0002,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00046174,20161203,TMAX,122.0,,,7,800.0,,,,,,,,,,,,,
USC00402600,20161203,TMIN,-17.0,,,H,730.0,,,,,,,,,,,,,
USC00324180,20161203,SNWD,127.0,,,7,800.0,,,,,,,,,,,,,
US1WYLM0164,20161203,WESF,0.0,T,,N,,,,,,,,,,,,,,
US1MNBK0010,20161203,SNWD,0.0,T,,N,,,,,,,,,,,,,,
CA006105978,20161203,WSFG,390.0,,,C,,,,,,,,,,,,,,
USC00205662,20161203,TOBS,17.0,,,7,600.0,,,,,,,,,,,,,
USC00340010,20161203,PRCP,114.0,,,7,2400.0,,,,,,,,,,,,,
USW00014817,20161203,PRCP,5.0,,,7,800.0,,,,,,,,,,,,,
USW00053868,20161203,PRCP,5.0,,,W,2400.0,,,,,,,,,,,,,
USS0007E40S,20161203,PRCP,0.0,,,T,,,,,,,,,,,,,,
US1NCCR0070,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
ASN00091259,20161203,TMIN,71.0,,,a,,,,,,,,,,,,,,
USS0017D07S,20161203,SNWD,356.0,,,T,,,,,,,,,,,,,,
FIE00146042,20161203,PRCP,0.0,,,E,,,,,,,,,,,,,,
USC00030234,20161203,PRCP,8.0,,,7,700.0,,,,,,,,,,,,,
US1ORLA0116,20161203,PRCP,18.0,,,N,,,,,,,,,,,,,,
RSM00023412,20161203,TMAX,-139.0,,,S,,,,,,,,,,,,,,
CA002300551,20161203,TAVG,-93.0,,,C,,,,,,,,,,,,,,
USC00114739,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
US1GAPL0005,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
ASN00096069,20161203,PRCP,4.0,,,a,,,,,,,,,,,,,,
US1MOCY0016,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
US1TXTN0115,20161203,WESD,0.0,,,N,,,,,,,,,,,,,,
USW00012819,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
US1SCOR0017,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
ASN00041182,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00388188,20161203,TMIN,0.0,,,7,1700.0,,,,,,,,,,,,,
ASN00083079,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
ASN00010042,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
US1COAM0010,20161203,PRCP,10.0,,,N,,,,,,,,,,,,,,
USC00238051,20161203,TOBS,-17.0,,,7,700.0,,,,,,,,,,,,,
NLE00109320,20161203,PRCP,0.0,,,E,,,,,,,,,,,,,,
USC00058022,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
ASN00014626,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USR0000CCLV,20161203,TAVG,122.0,,,U,,,,,,,,,,,,,,
USS0010E03S,20161203,SNWD,279.0,,,T,,,,,,,,,,,,,,
US1AZMR0218,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USR0000MSSC,20161203,TMAX,44.0,H,,U,,,,,,,,,,,,,,
USC00260125,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00020586,20161203,TOBS,28.0,,,7,630.0,,,,,,,,,,,,,
