station,year,latitude,longitude,elevation,name,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WSF2
AE000041196,2023,25.333,55.517,34.0,SHARJAH INTER. AIRP,,0.0,,,24.6,27.085714285714282,17.425,
AE000041196,2024,25.333,55.517,34.0,SHARJAH INTER. AIRP,,0.375,,,24.675,33.964285714285715,22.0,
AEM00041194,2023,25.255,55.364,10.4,DUBAI INTL,,29.4,,,23.033333333333335,27.35,16.3,
AEM00041194,2024,25.255,55.364,10.4,DUBAI INTL,,23.11764705882353,,,28.125,36.40769230769231,25.1,
AEM00041217,2023,24.433,54.651,26.8,ABU DHABI INTL,,,,,23.085714285714285,29.15,18.975,
AEM00041217,2024,24.433,54.651,26.8,ABU DHABI INTL,,,,,30.119999999999997,36.404545454545456,27.4,
AEM00041218,2023,24.262,55.609,264.9,AL AIN INTL,,,,,23.2125,27.01666666666667,17.425,
AEM00041218,2024,24.262,55.609,264.9,AL AIN INTL,,,,,30.68,37.38421052631579,25.428571428571427,
AG000060390,2023,36.7167,3.25,24.0,ALGER-DAR EL BEIDA,,10.0,,,13.09,28.4,47.25,
AG000060390,2024,36.7167,3.25,24.0,ALGER-DAR EL BEIDA,,6.714285714285714,,,19.55,24.5,11.4,
AG000060590,2022,30.5667,2.8667,397.0,EL-GOLEA,,0.0,,,15.959999999999999,24.3,49.8,
AG000060590,2024,30.5667,2.8667,397.0,EL-GOLEA,,0.5454545454545454,,,26.491304347826087,30.072727272727274,12.5,
AG000060611,2023,28.05,9.6331,561.0,IN-AMENAS,,,,,16.75,19.5,8.833333333333332,
AG000060611,2024,28.05,9.6331,561.0,IN-AMENAS,,0.0,,,27.284615384615385,36.15,7.44,
AGE00147708,2023,36.72,4.05,222.0,TIZI OUZOU,,12.2,,,13.719999999999999,29.8,11.4,
AGE00147708,2024,36.72,4.05,222.0,TIZI OUZOU,,6.890000000000001,,,21.740000000000002,27.175,13.341666666666665,
AGE00147716,2022,35.1,-1.85,83.0,NEMOURS (GHAZAOUET),,17.0,,,15.040000000000001,19.3,8.625,
AGE00147716,2023,35.1,-1.85,83.0,NEMOURS (GHAZAOUET),,11.833333333333334,,,14.666666666666666,19.116666666666667,9.825,
AGE00147716,2024,35.1,-1.85,83.0,NEMOURS (GHAZAOUET),,0.42857142857142855,,,20.32857142857143,19.9,14.915384615384616,
AGE00147718,2023,34.85,5.72,125.0,BISKRA,,,,,16.97142857142857,17.95,8.6,
AGE00147718,2024,34.85,5.72,125.0,BISKRA,,0.0,,,24.95,26.52,13.65,
AGE00147719,2022,33.7997,2.89,767.0,LAGHOUAT,,0.0,,,9.87142857142857,17.666666666666664,10.8,
AGE00147719,2023,33.7997,2.89,767.0,LAGHOUAT,,0.0,,,11.066666666666666,17.35,38.0,
AGE00147719,2024,33.7997,2.89,767.0,LAGHOUAT,,0.0,,,21.878571428571426,30.3375,7.2444444444444445,
AGM00060351,2022,36.795,5.874,11.0,JIJEL,,0.8333333333333334,,,11.7,19.9,6.8,
AGM00060351,2023,36.795,5.874,11.0,JIJEL,,0.0,,,13.325,17.0,8.0,
AGM00060355,2023,36.933,6.95,7.0,SKIKDA,,15.25,,,14.266666666666666,15.975,9.0,
AGM00060355,2024,36.933,6.95,7.0,SKIKDA,,10.733333333333333,,,22.22142857142857,18.9,8.7,
AGM00060360,2022,36.822,7.809,4.9,ANNABA,,0.0,,,10.3,24.2,6.85,
AGM00060360,2024,36.822,7.809,4.9,ANNABA,,20.833333333333332,,,19.336363636363636,21.98,12.433333333333334,
AGM00060402,2023,36.712,5.07,6.1,SOUMMAM,,30.125,,,12.34,20.4,7.6125,
AGM00060402,2024,36.712,5.07,6.1,SOUMMAM,,0.35714285714285715,,,20.19375,21.333333333333336,14.418181818181818,
AGM00060403,2022,36.467,7.467,228.0,GUELMA,,10.55,,,15.6,12.0,45.142857142857146,
AGM00060403,2023,36.467,7.467,228.0,GUELMA,,6.5,,,14.983333333333334,20.6,46.0,
AGM00060403,2024,36.467,7.467,228.0,GUELMA,,5.0,,,22.58095238095238,24.85,11.235,
AGM00060419,2023,36.276,6.62,690.4,MOHAMED BOUDIAF INTL,,1.6666666666666667,,,7.8,17.2,22.125,
AGM00060419,2024,36.276,6.62,690.4,MOHAMED BOUDIAF INTL,,3.4444444444444446,,,18.2,20.1,7.7,
AGM00060421,2024,35.867,7.117,891.0,OUM EL BOUAGHI,,1.7647058823529411,,,21.83076923076923,28.78181818181818,10.057142857142857,
AGM00060423,2023,36.283,7.967,680.0,SOUK AHRAS,,16.0,,,11.25,18.9,23.25,
AGM00060423,2024,36.283,7.967,680.0,SOUK AHRAS,,23.214285714285715,,,18.977777777777778,25.29375,11.036842105263158,
AGM00060425,2022,36.213,1.332,141.1,ECH CHELIFF,,21.8,,,13.4,21.3,6.3,
AGM00060425,2023,36.213,1.332,141.1,ECH CHELIFF,,6.777777777777778,,,14.225,19.125,5.666666666666666,
AGM00060425,2024,36.213,1.332,141.1,ECH CHELIFF,,2.5,,,22.36,25.155555555555555,14.719999999999999,
AGM00060430,2022,36.3,2.233,721.0,MILIANA,,18.366666666666667,,,15.38,22.2,8.86,
AGM00060430,2023,36.3,2.233,721.0,MILIANA,,17.75,,,14.233333333333334,20.3,9.9,
AGM00060430,2024,36.3,2.233,721.0,MILIANA,,3.076923076923077,,,21.933333333333334,27.923529411764708,11.775,
AGM00060437,2024,36.283,2.733,1036.0,MEDEA,,3.5217391304347827,,,17.82941176470588,22.307142857142857,13.670588235294119,
AGM00060444,2022,36.067,4.767,930.0,BORDJ-BOU-ARRERIDJ,,20.333333333333332,,,9.68,21.1,31.4,
AGM00060444,2024,36.067,4.767,930.0,BORDJ-BOU-ARRERIDJ,,2.55,,,22.705263157894738,23.70909090909091,10.282352941176471,
AGM00060445,2023,36.178,5.324,1050.0,SETIF AIN ARNAT,,0.0,,,9.65,19.740000000000002,8.375,
AGM00060445,2024,36.178,5.324,1050.0,SETIF AIN ARNAT,,10.1,,,17.75294117647059,18.8875,44.125,
AGM00060452,2024,35.817,-0.267,4.0,ARZEW,,0.9285714285714286,,,19.666666666666664,24.009999999999998,18.29285714285714,
AGM00060457,2024,35.883,0.117,138.0,MOSTAGANEM,,0.6842105263157895,,,21.055,24.63888888888889,11.91,
AGM00060461,2022,35.7,-0.65,22.0,ORAN-PORT,,10.25,,,14.616666666666665,16.82,12.071428571428571,
AGM00060461,2023,35.7,-0.65,22.0,ORAN-PORT,,25.666666666666668,,,16.86,18.3,13.066666666666666,
AGM00060461,2024,35.7,-0.65,22.0,ORAN-PORT,,0.0,,,20.817647058823532,19.066666666666666,16.875,
AGM00060467,2022,35.667,4.5,442.0,M'SILA,,,,,15.372727272727271,22.7,42.166666666666664,
AGM00060467,2023,35.667,4.5,442.0,M'SILA,,0.0,,,12.36,22.4,6.05,
AGM00060467,2024,35.667,4.5,442.0,M'SILA,,2.0,,,24.991304347826087,25.330000000000002,11.885714285714286,
AGM00060468,2023,35.55,6.183,1052.0,BATNA,,0.0,,,7.0,19.766666666666666,6.62,
AGM00060468,2024,35.55,6.183,1052.0,BATNA,,1.375,,,21.807692307692307,20.78,5.771428571428571,
AGM00060475,2022,35.432,8.121,811.1,CHEIKH LARBI TEBESSI,,4.125,,,10.755555555555556,15.6,5.6,
AGM00060475,2024,35.432,8.121,811.1,CHEIKH LARBI TEBESSI,,3.8,,,17.152941176470588,23.9,12.4,
AGM00060490,2022,35.624,-0.621,89.9,ES SENIA,,1.6666666666666667,,,13.466666666666665,28.2,6.2,
AGM00060490,2023,35.624,-0.621,89.9,ES SENIA,,1.1818181818181819,,,16.55,25.4,6.225,
AGM00060490,2024,35.624,-0.621,89.9,ES SENIA,,1.3636363636363635,,,20.0,20.2,16.6,
AGM00060507,2023,35.208,0.147,513.9,GHRISS,,0.0,,,12.3,14.333333333333334,29.666666666666668,
AGM00060507,2024,35.208,0.147,513.9,GHRISS,,3.210526315789474,,,22.6,25.5875,9.916666666666668,
AGM00060511,2022,35.341,1.463,989.1,BOU CHEKIF,,43.6,,,8.575,25.7,6.0,
AGM00060511,2023,35.341,1.463,989.1,BOU CHEKIF,,8.714285714285714,,,8.233333333333333,12.475,31.6,
AGM00060511,2024,35.341,1.463,989.1,BOU CHEKIF,,23.9,,,20.123076923076923,18.716666666666665,7.140000000000001,
AGM00060514,2024,35.167,2.317,801.0,KSAR CHELLALA,,6.105263157894737,,,20.327777777777776,28.0875,12.6375,
AGM00060515,2022,35.333,4.206,459.0,BOU SAADA,,2.0,,,13.044444444444446,23.65,39.5,
AGM00060515,2023,35.333,4.206,459.0,BOU SAADA,,1.3333333333333333,,,13.559999999999999,21.119999999999997,11.0,
AGM00060515,2024,35.333,4.206,459.0,BOU SAADA,,0.0,,,23.416666666666664,24.0,11.314285714285713,
AGM00060518,2022,35.3,-1.35,70.0,BENI-SAF,,0.0,,,14.2,20.3,12.55,
AGM00060520,2024,35.2,-0.617,476.0,SIDI-BEL-ABBES,,5.5,,,23.178260869565218,29.77647058823529,8.827272727272726,
AGM00060522,2023,34.82,-1.77,426.0,MAGHNIA,,0.0,,,18.725,21.816666666666666,8.016666666666667,
AGM00060522,2024,34.82,-1.77,426.0,MAGHNIA,,1.3333333333333333,,,23.926315789473684,24.7,9.416666666666668,
AGM00060531,2023,35.017,-1.45,248.1,ZENATA,,0.0,,,16.16,16.4,5.05,
AGM00060531,2024,35.017,-1.45,248.1,ZENATA,,0.8571428571428571,,,19.933333333333334,24.60909090909091,10.933333333333334,
AGM00060535,2023,34.683,3.25,1144.0,DJELFA/TLETSI,,0.0,,,13.275,13.940000000000001,38.5,
AGM00060535,2024,34.683,3.25,1144.0,DJELFA/TLETSI,,2.272727272727273,,,22.9875,17.011111111111113,9.344444444444445,
AGM00060536,2023,34.867,0.15,752.0,SAIDA,,0.0,,,13.15,15.88,17.25,
AGM00060536,2024,34.867,0.15,752.0,SAIDA,,7.0,,,22.04375,24.271428571428572,9.75,
AGM00060549,2022,33.536,-0.242,1175.0,MECHERIA,,0.0,,,10.15,19.6,5.05,
AGM00060549,2023,33.536,-0.242,1175.0,MECHERIA,,0.0,,,11.8,21.7,10.8,
AGM00060549,2024,33.536,-0.242,1175.0,MECHERIA,,1.625,,,21.753333333333334,21.177777777777777,5.66,
AGM00060550,2022,33.667,1.0,1347.0,EL-BAYADH,,2.0,,,9.48,16.2,6.5,
AGM00060550,2023,33.667,1.0,1347.0,EL-BAYADH,,0.6,,,9.925,19.95,41.333333333333336,
AGM00060550,2024,33.667,1.0,1347.0,EL-BAYADH,,4.375,,,15.716666666666665,18.25,32.0,
AGM00060555,2023,33.068,6.089,85.0,SIDI MAHDI,,0.0,,,13.266666666666666,21.4,-1.0,
AGM00060555,2024,33.068,6.089,85.0,SIDI MAHDI,,0.0,,,24.263157894736842,27.472727272727276,11.379999999999999,
AGM00060557,2022,33.267,-0.30000000000000004,1166.0,NAAMA,,0.0,,,9.9,20.9,33.8,
AGM00060557,2023,33.267,-0.30000000000000004,1166.0,NAAMA,,0.0,,,14.175,14.559999999999999,47.0,
AGM00060557,2024,33.267,-0.30000000000000004,1166.0,NAAMA,,1.25,,,17.905,19.7,7.725,
AGM00060559,2023,33.511,6.777,61.9,GUEMAR,,0.0,,,18.625,21.7,7.433333333333333,
AGM00060559,2024,33.511,6.777,61.9,GUEMAR,,5.666666666666667,,,22.586666666666666,27.65,19.95,
AGM00060560,2024,32.767,-0.6000000000000001,1059.0,AIN-SEFRA,,1.3333333333333333,,,25.08125,28.415789473684207,15.05,
AGM00060566,2023,32.384,3.794,460.9,NOUMERAT,,0.0,,,14.916666666666666,19.5,11.35,
AGM00060566,2024,32.384,3.794,460.9,NOUMERAT,,0.5714285714285714,,,23.346153846153847,25.1,16.283333333333335,
AGM00060571,2023,31.646,-2.27,811.1,BECHAR,,0.0,,,13.34,33.5,-4.0,
AGM00060571,2024,31.646,-2.27,811.1,BECHAR,,0.0,,,25.204166666666666,25.125,10.585714285714285,
AGM00060580,2024,31.917,5.413,150.0,OUARGLA,,0.4166666666666667,,,25.86875,30.3625,13.383333333333335,
AGM00060581,2023,31.673000000000002,6.14,141.1,OUED IRARA,,1.25,,,16.2875,28.325,7.025,
AGM00060581,2024,31.673000000000002,6.14,141.1,OUED IRARA,,0.7272727272727273,,,25.96190476190476,31.2,17.95,
AGM00060602,2022,30.133,-2.167,505.0,BENI-ABBES,,0.0,,,19.814285714285713,33.8,10.642857142857142,
AGM00060602,2023,30.133,-2.167,505.0,BENI-ABBES,,0.375,,,21.0,23.5,10.5,
AGM00060602,2024,30.133,-2.167,505.0,BENI-ABBES,,2.5,,,29.236,27.76,13.86,
AGM00060603,2022,29.717,6.7,252.0,RHOURD NOUSS,,0.0,,,16.333333333333336,36.9,7.5,
AGM00060603,2023,29.717,6.7,252.0,RHOURD NOUSS,,0.0,,,16.45,23.816666666666666,8.7625,
AGM00060603,2024,29.717,6.7,252.0,RHOURD NOUSS,,0.0,,,25.9375,29.190909090909095,17.825,
AGM00060607,2023,29.237,0.276,313.0,TIMIMOUN,,0.0,,,18.75,24.18,17.666666666666664,
AGM00060607,2024,29.237,0.276,313.0,TIMIMOUN,,0.0,,,32.608333333333334,25.09090909090909,19.05,
AGM00060620,2023,27.838,-0.186,280.1,TOUAT CHEIKH SIDI MOHAMED BEL,,0.0,,,22.225,27.45,11.2,
AGM00060620,2024,27.838,-0.186,280.1,TOUAT CHEIKH SIDI MOHAMED BEL,,0.0,,,27.572222222222223,34.775,15.971428571428572,
AGM00060640,2023,26.724,8.623,541.9,ILLIZI TAKHAMALT,,0.0,,,17.47142857142857,28.6,11.84,
AGM00060656,2024,27.7,-8.167,442.9,TINDOUF,,0.0,,,29.00588235294118,35.575,14.033333333333335,
AGM00060670,2022,24.293,9.452,968.0,TISKA,,,,,12.940000000000001,19.1,9.1,
AGM00060670,2023,24.293,9.452,968.0,TISKA,,,,,18.080000000000002,27.1,7.4,
AGM00060670,2024,24.293,9.452,968.0,TISKA,,0.375,,,23.985714285714288,30.6,13.116666666666665,
AGM00060690,2023,19.567,5.767,401.0,IN-GUEZZAM,,0.0,,,27.93333333333333,31.7,21.7,
AGM00060690,2024,19.567,5.767,401.0,IN-GUEZZAM,,2.8666666666666667,,,33.8,39.00714285714285,24.69,
AJ000037575,2022,41.55,46.667,490.0,ZAKATALA,,33.1,,,5.4399999999999995,9.614285714285714,33.5,
AJ000037575,2023,41.55,46.667,490.0,ZAKATALA,,1.4285714285714286,,,6.88,8.866666666666667,9.72,
AJ000037575,2024,41.55,46.667,490.0,ZAKATALA,,14.85,,,16.885714285714286,19.50588235294118,12.73125,
AJ000037675,2022,41.367,48.517,552.0,GUBA,,3.0,,40.0,5.075,7.928571428571429,-23.166666666666668,
AJ000037675,2023,41.367,48.517,552.0,GUBA,,16.733333333333334,,8.9,5.9,5.9399999999999995,-37.0,
AJ000037675,2024,41.367,48.517,552.0,GUBA,,43.869565217391305,,,12.368,20.057142857142857,10.644444444444444,
AJ000037735,2022,40.7167,46.4167,311.0,GANCA,,0.0,,,8.85,13.2125,33.2,
AJ000037735,2023,40.7167,46.4167,311.0,GANCA,,0.0,,,9.6,15.516666666666666,31.333333333333332,
AJ000037735,2024,40.7167,46.4167,311.0,GANCA,,44.56521739130435,,,16.11764705882353,21.3,9.53,
AJ000037749,2022,40.65,47.75,95.0,GOYCHAY,,33.06666666666667,,,8.9,12.525,7.975,
AJ000037749,2023,40.65,47.75,95.0,GOYCHAY,,12.4125,,10.0,8.133333333333333,12.166666666666668,39.0,
AJ000037749,2024,40.65,47.75,95.0,GOYCHAY,,12.66875,,,15.7125,16.370588235294118,11.666666666666668,
AJ000037756,2022,40.533,48.933,755.0,MARAZA,,0.0,,,6.066666666666666,13.533333333333335,-24.4,
AJ000037756,2023,40.533,48.933,755.0,MARAZA,,0.0,,11.9,7.359999999999999,8.783333333333333,0.0,
AJ000037756,2024,40.533,48.933,755.0,MARAZA,,0.2727272727272727,,20.0,16.741666666666667,19.46,8.98181818181818,
AJ000037985,2022,38.75,48.817,-12.0,LANKARAN,,0.0,,,8.959999999999999,9.3,17.666666666666668,
AJ000037985,2023,38.75,48.817,-12.0,LANKARAN,,14.185714285714287,,,50.0,8.475,30.0,
AM000037618,2023,41.117,44.283,1509.0,TASHIR,,7.285714285714286,,,19.0,8.5,-6.571428571428571,
AM000037618,2024,41.117,44.283,1509.0,TASHIR,,17.864705882352943,,,7.08,12.892307692307693,35.45454545454545,
AM000037682,2022,40.783,43.833,1866.0,AMASIA,,3.75,,,-17.0,3.5555555555555554,-4.0,
AM000037682,2023,40.783,43.833,1866.0,AMASIA,,19.5,,,-27.0,43.6,-6.8,
AM000037682,2024,40.783,43.833,1866.0,AMASIA,,2.888888888888889,,,5.194444444444445,15.492857142857142,6.209090909090909,
AM000037699,2022,40.533,44.383,1892.0,APARAN,,5.0,,,36.0,28.8,-8.48,
AM000037699,2023,40.533,44.383,1892.0,APARAN,,17.75,,,-21.666666666666668,5.833333333333334,-41.142857142857146,
AM000037699,2024,40.533,44.383,1892.0,APARAN,,5.17,,,10.044444444444444,14.657142857142858,49.916666666666664,
AM000037704,2022,40.817,44.5,1379.0,VANADZOR,,0.0,,,-4.2,9.625,-19.0,
AM000037704,2023,40.817,44.5,1379.0,VANADZOR,,16.285714285714285,,,-9.142857142857142,43.25,-6.477777777777777,
AM000037704,2024,40.817,44.5,1379.0,VANADZOR,,11.25,,,12.725,15.666666666666666,5.416666666666666,
AM000037711,2022,40.867,45.15,733.0,IDJEVAN,,0.0,,,42.42857142857143,11.0,-14.0,
AM000037711,2023,40.867,45.15,733.0,IDJEVAN,,12.925,,,6.042857142857143,16.3,-11.333333333333334,
AM000037711,2024,40.867,45.15,733.0,IDJEVAN,,6.1,,,9.055555555555555,22.275,12.330769230769231,
AM000037787,2022,40.133,44.05,865.0,ARMAVIR,,0.0,,,28.571428571428573,8.166666666666668,-36.25,
AM000037787,2023,40.133,44.05,865.0,ARMAVIR,,2.5,,,9.5,17.314285714285713,-21.25,
AM000037787,2024,40.133,44.05,865.0,ARMAVIR,,0.3333333333333333,,,17.535714285714285,27.72222222222222,5.24,
AM000037792,2022,40.483,44.75,1761.0,HRAZDAN,,0.0,,,-20.4,32.857142857142854,-8.875,
AM000037792,2023,40.483,44.75,1761.0,HRAZDAN,,5.818181818181818,,,15.0,17.5,-9.5,
AM000037792,2024,40.483,44.75,1761.0,HRAZDAN,,4.555555555555555,,,7.388888888888888,11.333333333333332,1.6666666666666667,
AM000037801,2022,40.35,45.1331,1961.0,GAVAR,,0.0,,,-14.5,25.0,-8.17142857142857,
AM000037801,2023,40.35,45.1331,1961.0,GAVAR,,0.0,,,-14.75,8.428571428571429,-38.2,
AM000037801,2024,40.35,45.1331,1961.0,GAVAR,,7.7,,,7.056,12.523076923076923,43.583333333333336,
AM000037815,2023,40.2,45.75,1940.0,MASRIK,,0.0,,,5.142857142857143,10.4,-7.25,
AM000037815,2024,40.2,45.75,1940.0,MASRIK,,8.541666666666668,,,36.5,18.1,29.88888888888889,
AM000037897,2022,39.533,46.017,1581.0,SISIAN,,0.0,,,11.5,49.666666666666664,-6.9799999999999995,
AM000037897,2023,39.533,46.017,1581.0,SISIAN,,7.666666666666667,,,35.333333333333336,9.14,-5.2,
AM000037897,2024,39.533,46.017,1581.0,SISIAN,,18.254545454545454,,,7.988235294117646,13.9,44.5,
AM000037958,2023,38.9,46.25,628.0,MEGRI,,,,,9.2625,14.88,28.857142857142858,
AM000037958,2024,38.9,46.25,628.0,MEGRI,,0.7272727272727273,,,16.73846153846154,22.506666666666668,11.711764705882354,
AMM00037717,2022,40.567,45.0,1917.0,SEVAN OZERO,,36.74285714285715,,17.525,-23.8,28.333333333333332,-24.0,
AMM00037717,2023,40.567,45.0,1917.0,SEVAN OZERO,,2.5,,,14.166666666666666,-41.5,-44.75,
AMM00037717,2024,40.567,45.0,1917.0,SEVAN OZERO,,6.726666666666667,,,6.65,11.68,5.258333333333334,
AQW00061705,2022,-14.3306,-170.7136,3.7,PAGO PAGO WSO AP,32.166666666666664,5.885714285714285,,,28.28333333333333,31.7,25.577777777777776,56.666666666666664
AQW00061705,2023,-14.3306,-170.7136,3.7,PAGO PAGO WSO AP,39.0,25.75,,,27.333333333333332,30.6,25.8,80.83333333333333
AQW00061705,2024,-14.3306,-170.7136,3.7,PAGO PAGO WSO AP,6.329411764705883,5.2555555555555555,,,28.1,31.241666666666667,25.873333333333335,83.45454545454545
AR000000011,2022,-30.267,-57.65,53.0,MONTE CASEROS AERO,,12.033333333333333,,,24.725,27.0,15.98,
AR000000011,2024,-30.267,-57.65,53.0,MONTE CASEROS AERO,,,,20.0,19.433333333333334,26.083333333333332,13.564285714285713,
AR000087007,2022,-22.1,-65.6,3479.0,LA QUIACA OBSERVATO,,12.5,,,11.559999999999999,22.080000000000002,6.659999999999999,
AR000087007,2023,-22.1,-65.6,3479.0,LA QUIACA OBSERVATO,,0.0,,,11.85,22.533333333333335,7.1,
AR000087007,2024,-22.1,-65.6,3479.0,LA QUIACA OBSERVATO,,30.0,,,12.382352941176471,21.677777777777777,35.57142857142857,
AR000087065,2023,-24.167,-62.9,205.0,RIVADAVIA,,17.55,,,25.73333333333333,33.66666666666667,21.3,
AR000087065,2024,-24.167,-62.9,205.0,RIVADAVIA,,,,,24.775,28.836363636363636,15.142105263157896,
AR000087078,2022,-24.7,-60.583,130.0,LAS LOMITAS,,10.0,,,31.842857142857145,38.0,20.6125,
AR000087078,2023,-24.7,-60.583,130.0,LAS LOMITAS,,0.0,,,27.5875,38.1,21.95,
AR000087078,2024,-24.7,-60.583,130.0,LAS LOMITAS,,6.888888888888888,,,21.90714285714286,28.0,15.935714285714287,
AR000087129,2022,-27.767,-64.3,200.0,SANTIAGO DEL ESTERO,,5.75,,,27.23333333333333,33.175,18.333333333333336,
AR000087129,2024,-27.767,-64.3,200.0,SANTIAGO DEL ESTERO,,,,,18.684615384615384,29.214285714285715,14.514285714285714,
AR000087155,2022,-27.45,-59.05,53.0,RESISTENCIA AERO,,0.0,,,26.7,37.775,15.4,
AR000087155,2023,-27.45,-59.05,53.0,RESISTENCIA AERO,,35.5,,,25.580000000000002,33.7,21.166666666666664,
AR000087155,2024,-27.45,-59.05,53.0,RESISTENCIA AERO,,8.05,,,18.16875,30.81818181818182,18.283333333333335,
AR000087217,2022,-29.383,-66.817,438.0,LA RIOJA AERO.,,19.1,,,31.43333333333333,33.13333333333333,18.22,
AR000087217,2023,-29.383,-66.817,438.0,LA RIOJA AERO.,,0.0,,,28.85,35.3,21.445454545454545,
AR000087217,2024,-29.383,-66.817,438.0,LA RIOJA AERO.,,6.666666666666667,,,22.292307692307695,30.327272727272724,13.994444444444445,
AR000087257,2022,-29.883,-61.95,88.0,CERES AERO,,2.5,,,21.18,31.2,14.98,
AR000087257,2023,-29.883,-61.95,88.0,CERES AERO,,41.0,,,27.166666666666668,40.3,16.6,
AR000087257,2024,-29.883,-61.95,88.0,CERES AERO,,20.0,,20.0,19.13809523809524,28.82,14.7,
AR000087270,2022,-29.183,-59.7,53.0,RECONQUISTA AERO,,10.9,,,18.033333333333335,27.075,25.075,
AR000087270,2023,-29.183,-59.7,53.0,RECONQUISTA AERO,,30.0,,,25.15,36.75,18.48,
AR000087344,2022,-31.317,-64.217,489.0,CORDOBA AERO,,,,,20.1,36.1,11.64,
AR000087344,2023,-31.317,-64.217,489.0,CORDOBA AERO,,20.1,,,21.516666666666666,34.55,16.6,
AR000087344,2024,-31.317,-64.217,489.0,CORDOBA AERO,,5.0,,,17.85,27.7625,9.938461538461539,
AR000087374,2023,-31.783,-60.483,74.0,PARANA AERO,,7.5,,,26.95,32.9,18.583333333333336,
AR000087374,2024,-31.783,-60.483,74.0,PARANA AERO,,3.0,,,17.945454545454545,24.759999999999998,12.933333333333334,
AR000087418,2022,-32.833,-68.783,704.0,MENDOZA AERO,,,,,22.5,30.333333333333332,11.4,
AR000087418,2023,-32.833,-68.783,704.0,MENDOZA AERO,,11.666666666666666,,,26.15,33.0,18.35,
AR000087418,2024,-32.833,-68.783,704.0,MENDOZA AERO,,0.0,,,17.364285714285714,26.53333333333333,12.3875,
AR000087534,2022,-34.133,-63.367,137.0,LABOULAYE AERO,,10.0,,,19.4,32.05,13.766666666666666,
AR000087534,2023,-34.133,-63.367,137.0,LABOULAYE AERO,,5.0,,,21.7,32.0,11.2,
AR000087534,2024,-34.133,-63.367,137.0,LABOULAYE AERO,,0.0,,,16.37333333333333,25.4,8.323076923076922,
AR000087623,2022,-36.567,-64.266,192.0,SANTA ROSA AERO,,0.0,,,20.816666666666666,31.4,11.416666666666668,
AR000087623,2023,-36.567,-64.266,192.0,SANTA ROSA AERO,,18.55,,,23.65,27.166666666666668,14.833333333333334,
AR000087623,2024,-36.567,-64.266,192.0,SANTA ROSA AERO,,10.3,,,15.476470588235292,20.15,6.957894736842105,
AR000087692,2022,-37.933,-57.583,22.0,MAR DEL PLATA AERO,,6.866666666666667,,,15.919999999999998,26.1,13.066666666666666,
AR000087692,2023,-37.933,-57.583,22.0,MAR DEL PLATA AERO,,0.0,,,17.740000000000002,28.166666666666668,21.3,
AR000087692,2024,-37.933,-57.583,22.0,MAR DEL PLATA AERO,,30.0,,,13.504166666666666,22.81,8.529411764705882,
AR000087715,2022,-38.95,-68.133,273.0,NEUQUEN AERO,,0.0,,,21.25,32.93333333333333,11.74,
AR000087715,2023,-38.95,-68.133,273.0,NEUQUEN AERO,,0.0,,,23.04,35.4,16.080000000000002,
AR000087715,2024,-38.95,-68.133,273.0,NEUQUEN AERO,,8.333333333333334,,,13.24705882352941,22.35,5.129411764705883,
AR000087803,2022,-42.933,-71.15,799.0,ESQUEL AERO,,5.6,,,9.383333333333333,20.4,5.7,
AR000087803,2024,-42.933,-71.15,799.0,ESQUEL AERO,,5.0,,,5.8307692307692305,19.322222222222223,9.4,
AR000087828,2022,-43.2,-65.266,43.0,TRELEW AERO,,0.0,,,20.8,29.133333333333333,11.966666666666667,
AR000087828,2023,-43.2,-65.266,43.0,TRELEW AERO,,0.0,,,19.085714285714285,32.84285714285714,5.2,
AR000087828,2024,-43.2,-65.266,43.0,TRELEW AERO,,0.0,,,14.3875,23.2,7.65625,
AR000087860,2023,-45.783,-67.5,58.0,COMODORO RIVADAVIA,,0.0,,,18.3,32.06666666666667,12.066666666666666,
AR000087860,2024,-45.783,-67.5,58.0,COMODORO RIVADAVIA,,0.0,,,14.33125,20.03,6.636363636363636,
AR000087925,2022,-51.617,-69.283,19.0,RIO GALLEGOS AERO,,2.5,,,13.4,19.05,5.016666666666667,
AR000087925,2023,-51.617,-69.283,19.0,RIO GALLEGOS AERO,,3.0,,,9.266666666666667,15.875,47.285714285714285,
AR000087925,2024,-51.617,-69.283,19.0,RIO GALLEGOS AERO,,0.0,,40.333333333333336,7.2875,15.0,30.0,
AR000870470,2022,-24.85,-65.483,1246.0,SALTA AERO,,25.0,,,21.48,28.55,15.12,
AR000870470,2023,-24.85,-65.483,1246.0,SALTA AERO,,25.5,,,21.97142857142857,29.26666666666667,16.35,
AR000870470,2024,-24.85,-65.483,1246.0,SALTA AERO,,9.9,,10.0,18.885714285714286,23.77777777777778,10.945454545454545,
AR000875440,2022,-35.867,-61.9,85.0,PEHUAJO AERO,,0.0,,,20.259999999999998,29.866666666666667,17.45,
AR000875440,2023,-35.867,-61.9,85.0,PEHUAJO AERO,,0.0,,,23.97142857142857,37.16666666666667,16.1,
AR000875440,2024,-35.867,-61.9,85.0,PEHUAJO AERO,,1.5,,,17.033333333333335,18.21,8.853846153846153,
AR000875850,2022,-34.583,-58.483,25.0,BUENOS AIRES OBSERV,,22.1,,,21.9,25.975,16.642857142857142,
